,ids,typesV0,typesKm,formula,labels
1478,mp-1100478,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Co1', 'Co1', 'Co5', 'Co1', 'Co1', 'O2', 'O2', 'O4', 'O1', 'O1', 'O2', 'O2', 'O1', 'O2', 'O2', 'O2', 'O4', 'O1', 'O2', 'O2', 'O1']",Li9Mn2Co5O16,1
1479,mp-1174838,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn10', 'Mn10', 'Co6', 'Co6', 'Co2', 'Co2', 'Co6', 'Co6', 'O1', 'O1', 'O1', 'O1', 'O1', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li7Mn2(CoO4)3,0
1480,mp-1174937,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co5', 'Co5', 'Co5', 'O1', 'O1', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O1', 'O1', 'O4']",Li7Mn2(CoO4)3,0
1481,mp-1174888,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn6', 'Co5', 'Co2', 'Co2', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4']",Li7Mn2(CoO4)3,1
1482,mp-1100739,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn0', 'Co6', 'Co5', 'Co6', 'Co6', 'Co6', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4']",Li9Mn2Co5O16,0
1483,mp-1175092,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn0', 'Co2', 'Co2', 'Co2', 'O2', 'O2', 'O4', 'O4', 'O2', 'O4', 'O2', 'O2', 'O2', 'O2', 'O4', 'O2']",Li7Mn2(CoO4)3,1
1484,mp-1176139,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn8', 'Co6', 'Co1', 'Co5', 'Co6', 'Co6', 'O1', 'O1', 'O4', 'O1', 'O4', 'O4', 'O1', 'O1', 'O1', 'O4', 'O1', 'O4', 'O1', 'O1', 'O4', 'O4']",Li9Mn2Co5O16,0
1485,mp-1174895,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Co1', 'Co1', 'Co1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li7Mn2(CoO4)3,0
1486,mp-1175079,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Co1', 'Co1', 'Co5', 'O2', 'O2', 'O2', 'O1', 'O1', 'O2', 'O1', 'O2', 'O2', 'O4', 'O2', 'O1']",Li7Mn2(CoO4)3,1
1487,mp-1176228,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn1', 'Co6', 'Co3', 'Co3', 'Co2', 'Co2', 'O2', 'O1', 'O1', 'O4', 'O2', 'O4', 'O4', 'O4', 'O2', 'O2', 'O4', 'O2', 'O2', 'O2', 'O2', 'O4']",Li9Mn2Co5O16,1
1488,mp-1176219,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Co2', 'Co1', 'Co1', 'Co2', 'Co3', 'O2', 'O2', 'O1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li9Mn2Co5O16,1
1489,mp-1174834,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn6', 'Mn8', 'Co1', 'O2', 'O2', 'O1', 'O2', 'O2', 'O1', 'O2', 'O2', 'O2', 'O2']",Li6Mn3CoO10,0
1490,mp-1174835,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn8', 'Co5', 'O1', 'O4', 'O1', 'O2', 'O2', 'O1', 'O1', 'O1', 'O2', 'O1']",Li6Mn3CoO10,0
1491,mp-1174416,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Mn7', 'Co2', 'O2', 'O2', 'O4', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li6Mn3CoO10,1
1492,mp-1174791,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Mn8', 'Co5', 'O1', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O4', 'O1']",Li6Mn3CoO10,0
1493,mp-1304017,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Mn9', 'Mn9', 'Mn9', 'Mn9', 'Mn9', 'Mn4', 'Co0', 'Co4', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li2Mn3CoO8,0
1494,mp-1174189,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn0', 'Mn0', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li4Mn3CoO8,0
1495,mp-1174187,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Mn7', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li4Mn3CoO8,0
1496,mp-758093,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Sb', 'Sb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Mn4', 'Mn4', 'Mn4', 'Co0', 'Co0', 'Co4', 'Sb1', 'Sb1', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O2', 'O2']",Li4Mn3Co3(SbO8)2,1
1497,mp-1314393,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li1', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn8', 'Mn6', 'Mn8', 'Mn8', 'Mn0', 'Co6', 'Co2', 'O2', 'O2', 'O2', 'O1', 'O0', 'O0', 'O1', 'O0', 'O0', 'O1', 'O0', 'O0', 'O2', 'O0', 'O0', 'O2']",Li3Mn3CoO8,0
1498,mp-1174243,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn0', 'Mn7', 'Co6', 'O2', 'O2', 'O1', 'O2', 'O2', 'O1', 'O2', 'O2']",Li4Mn3CoO8,1
1499,mp-774822,"['Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Mn9', 'Mn9', 'Mn9', 'Co6', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li2Mn3CoO8,1
1500,mp-1178081,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'P', 'P', 'P', 'P', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Mn5', 'Mn5', 'Mn5', 'Co0', 'P3', 'P3', 'P3', 'P3', 'C4', 'C4', 'C4', 'C4', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3']",Li12Mn3CoP4(CO7)4,0
1501,mp-1299461,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Mn8', 'Mn8', 'Mn6', 'Mn6', 'Co5', 'Co2', 'O1', 'O2', 'O2', 'O1', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li3Mn3CoO8,0
1502,mp-758445,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Cr', 'Co', 'Co', 'P', 'P', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Mn5', 'Mn4', 'Mn5', 'Cr8', 'Co0', 'Co0', 'P7', 'P3', 'P7', 'P7', 'P7', 'P7', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3']",Li4Mn3CrCo2(PO4)6,0
1503,mp-1174808,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn8', 'Mn7', 'Co3', 'O1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O1', 'O2', 'O2']",Li6Mn3CoO10,0
1504,mp-1174822,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn8', 'Co5', 'O1', 'O1', 'O4', 'O2', 'O4', 'O1', 'O1', 'O2', 'O4', 'O1']",Li6Mn3CoO10,0
1505,mp-1287701,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Mn4', 'Mn9', 'Mn9', 'Mn4', 'Mn9', 'Mn9', 'Co4', 'Co4', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li2Mn3CoO8,0
1506,mp-801720,"['Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Mn3', 'Mn5', 'Mn5', 'Co0', 'Co0', 'O3', 'O0', 'O3', 'O0', 'O3', 'O3', 'O0', 'O3', 'O0', 'O3']",Li5Mn3(CoO5)2,1
1507,mp-1174771,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Mn8', 'Co5', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O4']",Li6Mn3CoO10,0
1508,mp-1174203,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn0', 'Mn0', 'Mn6', 'Mn0', 'Mn0', 'Co2', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O1', 'O1', 'O1', 'O1']",Li4Mn3CoO8,1
1509,mp-1174267,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn0', 'Mn0', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li4Mn3CoO8,0
1510,mp-1174216,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn0', 'Mn7', 'Co2', 'O2', 'O2', 'O2', 'O1', 'O1', 'O2', 'O2', 'O2']",Li4Mn3CoO8,0
1511,mp-756676,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'V', 'V', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Mn9', 'Mn9', 'Mn9', 'V2', 'V4', 'Co0', 'Co0', 'Co4', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li4Mn3V2Co3O16,0
1512,mp-1297796,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn0', 'Mn0', 'Mn6', 'Mn0', 'Mn6', 'Co2', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O1', 'O1', 'O1', 'O1', 'O2', 'O1', 'O2', 'O1', 'O1', 'O2', 'O1']",Li4Mn3CoO8,1
1513,mp-1174262,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Mn7', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li4Mn3CoO8,0
1514,mp-777041,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Sn', 'Sn', 'Sn', 'Sn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Mn9', 'Mn9', 'Mn9', 'Mn9', 'Mn4', 'Mn4', 'Co4', 'Co0', 'Co4', 'Co4', 'Co4', 'Co4', 'Sn2', 'Sn2', 'Sn2', 'Sn2', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li4Mn3Co3(SnO8)2,1
1515,mp-1174849,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn8', 'Co6', 'O1', 'O4', 'O1', 'O1', 'O4', 'O4', 'O1', 'O4', 'O1', 'O2']",Li6Mn3CoO10,0
1516,mp-759545,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Mn9', 'Mn9', 'Mn9', 'Co4', 'Co4', 'Co4', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li7Mn3Co3O16,0
1517,mp-1174238,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Mn7', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li4Mn3CoO8,0
1518,mp-1174270,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn6', 'Mn0', 'Mn0', 'Mn0', 'Mn0', 'Co2', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li4Mn3CoO8,0
1519,mp-1174304,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn8', 'Co1', 'O1', 'O1', 'O1', 'O1', 'O4', 'O1', 'O1', 'O1', 'O2', 'O2']",Li6Mn3CoO10,0
1520,mp-1174279,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Mn7', 'Co1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li4Mn3CoO8,0
1521,mp-1174830,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn8', 'Mn7', 'Co3', 'O1', 'O2', 'O2', 'O1', 'O2', 'O2', 'O1', 'O2', 'O2', 'O2']",Li6Mn3CoO10,1
1522,mp-867541,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'Ni', 'Ni', 'Ni', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Mn9', 'Mn9', 'Mn9', 'Co0', 'Co4', 'Ni1', 'Ni4', 'Ni4', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li4Mn3Co2Ni3O16,1
1523,mp-1174809,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn6', 'Mn7', 'Co3', 'O2', 'O2', 'O2', 'O4', 'O1', 'O2', 'O2', 'O2', 'O2', 'O1']",Li6Mn3CoO10,0
1524,mp-1174332,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn10', 'Mn0', 'Co3', 'O1', 'O2', 'O1', 'O4', 'O1', 'O1', 'O1', 'O1', 'O4', 'O1']",Li6Mn3CoO10,1
1525,mp-755918,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li0', 'Li0', 'Li1', 'Mn6', 'Mn6', 'Mn8', 'Co1', 'Co1', 'Co1', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li4Mn3(CoO4)3,1
